baseline_risk,eligible,endpoint_risk,event,false_alarm,family,flow_residual,forward,hybrid25_alarm,max_closure_error,recovery,risk,schedule_id,seed,timely
0.28,True,0.78,6,False,16,"[-3.8163916471489756e-17,3.469446951953614e-17,-2.0816681711721685e-17,0.0,-2.0816681711721685e-17,5.551115123125783e-17,-7.632783294297951e-17,8.326672684688674e-17,-9.367506770274758e-17,1.734723475976807e-17,1.734723475976807e-17,3.469446951953614e-17]","[1,4,3,3,2,3,2,5,2,1,1,3]",1,9.367506770274758e-17,"[0,2,1,0,0,0,0,0,1,0,0,1]","[0.28,0.3,0.34,0.38,0.44,0.48,0.54,0.58,0.68,0.7,0.72,0.74,0.78]",223,151,True
0.28,True,0.54,12,False,17,"[-4.163336342344337e-17,3.469446951953614e-17,0.0,-1.3877787807814457e-17,-1.734723475976807e-17,3.8163916471489756e-17,-4.163336342344337e-17,0.0,2.0816681711721685e-17,1.734723475976807e-17,-3.8163916471489756e-17,5.551115123125783e-17]","[5,3,5,0,1,1,4,3,0,2,1,3]",1,5.551115123125783e-17,"[1,1,2,4,2,2,0,0,2,1,0,0]","[0.28,0.36,0.4,0.46,0.38,0.36,0.34,0.42,0.48,0.44,0.46,0.48,0.54]",223,151,True
0.28,True,0.92,4,False,18,"[-4.163336342344337e-17,0.0,0.0,5.551115123125783e-17,-5.551115123125783e-17,6.938893903907228e-17,-4.163336342344337e-17,-1.734723475976807e-17,5.551115123125783e-17,-5.551115123125783e-17,5.551115123125783e-17,0.0]","[5,6,2,4,3,4,4,0,3,3,3,0]",1,6.938893903907228e-17,"[1,0,2,1,0,0,0,1,0,0,0,0]","[0.28,0.36,0.48,0.48,0.54,0.6,0.68,0.76,0.74,0.8,0.86,0.92,0.92]",223,151,True
0.12,True,0.18,,False,2,"[0.0,1.734723475976807e-17,-1.0408340855860843e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0408340855860843e-17,0.0]","[0,1,1,0,0,0,0,0,0,0,1,0]",,1.734723475976807e-17,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.12,0.12,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.18]",227,151,False
0.12,True,0.28,,False,6,"[6.938893903907228e-18,1.0408340855860843e-17,0.0,0.0,0.0,-1.0408340855860843e-17,-1.0408340855860843e-17,0.0,0.0,1.734723475976807e-17,0.0,1.734723475976807e-17]","[2,0,2,0,3,1,1,0,0,1,0,1]",,1.734723475976807e-17,"[0,1,2,0,0,0,0,0,0,0,0,0]","[0.12,0.16,0.14,0.14,0.14,0.2,0.22,0.24,0.24,0.24,0.26,0.26,0.28]",227,151,False
0.28,True,0.28,,False,11,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0]",,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28]",227,151,False
0.28,True,0.28,,False,12,"[-1.734723475976807e-17,-1.734723475976807e-17,0.0,1.734723475976807e-17,0.0,0.0,-1.734723475976807e-17,1.734723475976807e-17,0.0,-2.0816681711721685e-17,3.8163916471489756e-17,0.0]","[0,0,0,1,0,0,0,1,0,2,0,0]",,3.8163916471489756e-17,"[1,1,0,0,0,0,1,0,0,0,1,0]","[0.28,0.26,0.24,0.24,0.26,0.26,0.26,0.24,0.26,0.26,0.3,0.28,0.28]",227,151,False
0.28,True,0.56,7,False,13,"[-1.734723475976807e-17,1.734723475976807e-17,0.0,-2.0816681711721685e-17,-2.0816681711721685e-17,2.7755575615628914e-17,-2.0816681711721685e-17,5.551115123125783e-17,0.0,0.0,-1.734723475976807e-17,1.734723475976807e-17]","[0,1,1,3,2,5,2,3,1,0,0,1]",4,5.551115123125783e-17,"[1,0,1,1,0,0,0,0,1,0,1,0]","[0.28,0.26,0.28,0.28,0.32,0.36,0.46,0.5,0.56,0.56,0.56,0.54,0.56]",227,151,True
0.28,True,0.9,2,False,14,"[0.0,-5.551115123125783e-17,8.326672684688674e-17,-4.163336342344337e-17,3.469446951953614e-17,-4.163336342344337e-17,0.0,0.0,0.0,-5.551115123125783e-17,9.367506770274758e-17,-1.734723475976807e-17]","[6,9,5,4,2,4,0,0,0,3,0,0]",1,9.367506770274758e-17,"[0,0,0,0,0,0,0,0,0,0,1,1]","[0.28,0.4,0.58,0.68,0.76,0.8,0.88,0.88,0.88,0.88,0.94,0.92,0.9]",227,151,True
0.28,True,0.32,,False,15,"[-3.8163916471489756e-17,3.8163916471489756e-17,-3.8163916471489756e-17,1.734723475976807e-17,0.0,-1.734723475976807e-17,3.8163916471489756e-17,0.0,0.0,-3.8163916471489756e-17,0.0,1.734723475976807e-17]","[2,0,2,1,0,2,0,0,1,1,0,1]",,3.8163916471489756e-17,"[1,1,1,0,0,3,1,0,1,0,0,0]","[0.28,0.3,0.28,0.3,0.32,0.32,0.3,0.28,0.28,0.28,0.3,0.3,0.32]",227,151,False
0.28,True,0.78,6,False,16,"[-3.8163916471489756e-17,0.0,1.734723475976807e-17,-2.0816681711721685e-17,3.469446951953614e-17,1.3877787807814457e-17,-7.632783294297951e-17,3.469446951953614e-17,-4.163336342344337e-17,0.0,3.469446951953614e-17,3.469446951953614e-17]","[2,4,2,2,2,4,2,3,4,1,2,2]",1,7.632783294297951e-17,"[1,1,1,0,0,0,0,1,0,1,0,0]","[0.28,0.3,0.36,0.38,0.42,0.46,0.54,0.58,0.62,0.7,0.7,0.74,0.78]",227,151,True
0.28,True,0.54,11,False,17,"[-3.8163916471489756e-17,0.0,2.7755575615628914e-17,0.0,-3.469446951953614e-17,4.163336342344337e-17,0.0,-1.734723475976807e-17,0.0,1.734723475976807e-17,2.7755575615628914e-17,-1.734723475976807e-17]","[3,5,5,1,1,0,0,1,6,1,5,0]",1,4.163336342344337e-17,"[2,2,0,1,3,4,0,2,0,0,0,1]","[0.28,0.3,0.36,0.46,0.46,0.42,0.34,0.34,0.32,0.44,0.46,0.56,0.54]",227,151,True
0.28,True,0.92,4,False,18,"[0.0,-4.163336342344337e-17,0.0,0.0,5.551115123125783e-17,1.734723475976807e-17,-9.367506770274758e-17,6.938893903907228e-17,1.734723475976807e-17,-7.632783294297951e-17,1.734723475976807e-17,5.551115123125783e-17]","[2,4,7,6,3,2,2,4,1,2,1,3]",1,9.367506770274758e-17,"[2,0,1,0,0,1,1,0,0,0,0,0]","[0.28,0.28,0.36,0.48,0.6,0.66,0.68,0.7,0.78,0.8,0.84,0.86,0.92]",227,151,True
0.18,True,0.18,,False,2,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0]",,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18]",211,163,False
0.18,True,0.32,,False,6,"[1.0408340855860843e-17,-1.0408340855860843e-17,6.938893903907228e-18,0.0,6.938893903907228e-18,0.0,1.734723475976807e-17,-2.0816681711721685e-17,0.0,0.0,0.0,0.0]","[1,2,2,1,2,0,1,2,1,0,0,0]",,2.0816681711721685e-17,"[2,1,0,1,0,0,0,0,1,0,0,0]","[0.18,0.16,0.18,0.22,0.22,0.26,0.26,0.28,0.32,0.32,0.32,0.32,0.32]",211,163,False
0.26,True,0.26,,False,11,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0]",,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26]",211,163,False
0.26,True,0.26,,False,12,"[0.0,0.0,-1.734723475976807e-17,0.0,0.0,1.0408340855860843e-17,0.0,0.0,0.0,-1.0408340855860843e-17,0.0,1.734723475976807e-17]","[0,0,0,0,0,0,0,0,0,1,0,1]",,1.734723475976807e-17,"[0,0,1,0,0,1,0,0,0,0,0,0]","[0.26,0.26,0.26,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.24,0.24,0.26]",211,163,False
0.26,True,0.6,8,False,13,"[1.734723475976807e-17,-2.0816681711721685e-17,1.734723475976807e-17,0.0,-2.0816681711721685e-17,0.0,1.734723475976807e-17,-2.0816681711721685e-17,-2.7755575615628914e-17,0.0,0.0,0.0]","[1,2,1,3,3,1,1,2,5,1,0,0]",4,2.7755575615628914e-17,"[0,0,0,0,1,1,0,0,0,1,0,0]","[0.26,0.28,0.32,0.34,0.4,0.44,0.44,0.46,0.5,0.6,0.6,0.6,0.6]",211,163,True
0.26,True,0.86,2,False,14,"[0.0,-5.551115123125783e-17,0.0,6.938893903907228e-17,0.0,-4.163336342344337e-17,0.0,0.0,0.0,5.551115123125783e-17,-9.367506770274758e-17,3.469446951953614e-17]","[6,10,6,4,0,4,0,0,0,0,1,4]",1,9.367506770274758e-17,"[0,0,0,0,0,0,0,0,0,3,0,2]","[0.26,0.38,0.58,0.7,0.78,0.78,0.86,0.86,0.86,0.86,0.8,0.82,0.86]",211,163,True
0.26,True,0.32,,False,15,"[-2.0816681711721685e-17,0.0,2.0816681711721685e-17,0.0,0.0,1.734723475976807e-17,-1.734723475976807e-17,0.0,0.0,1.734723475976807e-17,0.0,-1.734723475976807e-17]","[3,1,0,1,3,1,1,0,0,1,0,0]",,2.0816681711721685e-17,"[1,1,2,1,0,0,2,0,0,0,0,1]","[0.26,0.3,0.3,0.26,0.26,0.32,0.34,0.32,0.32,0.32,0.34,0.34,0.32]",211,163,False
0.26,True,0.82,6,False,16,"[1.3877787807814457e-17,0.0,-2.0816681711721685e-17,-1.734723475976807e-17,3.469446951953614e-17,0.0,-5.551115123125783e-17,6.938893903907228e-17,0.0,-7.632783294297951e-17,3.469446951953614e-17,-4.163336342344337e-17]","[4,3,2,1,3,3,3,4,1,3,2,4]",1,7.632783294297951e-17,"[0,0,0,2,1,0,0,0,1,1,0,0]","[0.26,0.34,0.4,0.44,0.42,0.46,0.52,0.58,0.66,0.66,0.7,0.74,0.82]",211,163,True
0.26,True,0.54,8,False,17,"[0.0,-2.0816681711721685e-17,2.7755575615628914e-17,-1.734723475976807e-17,1.734723475976807e-17,-1.734723475976807e-17,1.734723475976807e-17,-2.0816681711721685e-17,1.734723475976807e-17,1.734723475976807e-17,0.0,0.0]","[4,3,6,1,1,1,2,3,1,2,0,0]",1,2.7755575615628914e-17,"[1,1,1,2,0,2,1,1,0,1,0,0]","[0.26,0.32,0.36,0.46,0.44,0.46,0.44,0.46,0.5,0.52,0.54,0.54,0.54]",211,163,True
0.26,True,0.86,3,False,18,"[-2.0816681711721685e-17,0.0,5.551115123125783e-17,-5.551115123125783e-17,5.551115123125783e-17,-7.632783294297951e-17,3.469446951953614e-17,1.734723475976807e-17,-1.734723475976807e-17,-5.551115123125783e-17,9.367506770274758e-17,-5.551115123125783e-17]","[3,7,7,3,3,2,2,3,0,3,1,4]",3,9.367506770274758e-17,"[1,0,1,0,0,0,0,2,1,0,2,1]","[0.26,0.3,0.44,0.56,0.62,0.68,0.72,0.76,0.78,0.76,0.82,0.8,0.86]",211,163,False
0.18,True,0.18,,False,2,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0]",,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18]",223,163,False
0.18,True,0.32,,False,6,"[0.0,1.734723475976807e-17,-1.0408340855860843e-17,6.938893903907228e-18,1.734723475976807e-17,-1.734723475976807e-17,-2.0816681711721685e-17,0.0,1.734723475976807e-17,0.0,0.0,0.0]","[1,2,2,2,1,0,2,1,1,0,0,0]",,2.0816681711721685e-17,"[1,1,1,0,0,1,0,1,0,0,0,0]","[0.18,0.18,0.2,0.22,0.26,0.28,0.26,0.3,0.3,0.32,0.32,0.32,0.32]",223,163,False
0.26,True,0.26,,False,11,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0]",,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26]",223,163,False
0.26,True,0.26,,False,12,"[0.0,0.0,-1.734723475976807e-17,1.0408340855860843e-17,0.0,0.0,0.0,0.0,0.0,-1.0408340855860843e-17,1.734723475976807e-17,0.0]","[0,0,0,0,0,0,0,0,0,1,1,0]",,1.734723475976807e-17,"[0,0,1,1,0,0,0,0,0,0,0,0]","[0.26,0.26,0.26,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.24,0.26,0.26]",223,163,False
0.26,True,0.6,8,False,13,"[1.734723475976807e-17,-2.0816681711721685e-17,1.734723475976807e-17,0.0,-3.8163916471489756e-17,1.734723475976807e-17,0.0,1.3877787807814457e-17,-4.163336342344337e-17,0.0,-1.734723475976807e-17,1.734723475976807e-17]","[1,2,1,3,2,2,0,4,4,0,0,1]",4,4.163336342344337e-17,"[0,0,0,0,1,1,0,0,0,0,1,0]","[0.26,0.28,0.32,0.34,0.4,0.42,0.44,0.44,0.52,0.6,0.6,0.58,0.6]",223,163,True
0.26,True,0.86,2,False,14,"[0.0,5.551115123125783e-17,-1.1102230246251565e-16,8.326672684688674e-17,-9.367506770274758e-17,3.469446951953614e-17,0.0,0.0,0.0,-1.734723475976807e-17,0.0,1.734723475976807e-17]","[6,9,7,5,1,2,0,0,0,1,1,3]",1,1.1102230246251565e-16,"[0,0,0,0,0,0,0,0,0,2,1,2]","[0.26,0.38,0.56,0.7,0.8,0.82,0.86,0.86,0.86,0.86,0.84,0.84,0.86]",223,163,True
0.26,True,0.32,,False,15,"[0.0,1.734723475976807e-17,-1.734723475976807e-17,-2.0816681711721685e-17,3.8163916471489756e-17,0.0,-1.734723475976807e-17,0.0,0.0,0.0,1.734723475976807e-17,-1.734723475976807e-17]","[2,1,1,2,0,3,1,0,0,0,1,0]",,3.8163916471489756e-17,"[2,0,2,0,1,0,2,0,0,0,0,1]","[0.26,0.26,0.28,0.26,0.3,0.28,0.34,0.32,0.32,0.32,0.32,0.34,0.32]",223,163,False
0.26,True,0.82,5,False,16,"[-2.0816681711721685e-17,3.469446951953614e-17,-2.7755575615628914e-17,-2.0816681711721685e-17,3.469446951953614e-17,0.0,0.0,-2.7755575615628914e-17,3.469446951953614e-17,-4.163336342344337e-17,3.469446951953614e-17,-7.632783294297951e-17]","[2,2,5,3,3,1,1,5,2,4,2,3]",1,7.632783294297951e-17,"[0,0,0,1,1,1,1,0,0,0,0,1]","[0.26,0.3,0.34,0.44,0.48,0.52,0.52,0.52,0.62,0.66,0.74,0.78,0.82]",223,163,True
0.26,True,0.54,8,False,17,"[-2.7755575615628914e-17,0.0,3.469446951953614e-17,-1.734723475976807e-17,-1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,-2.0816681711721685e-17,1.734723475976807e-17,0.0,3.469446951953614e-17,-1.734723475976807e-17]","[5,4,4,1,1,1,2,3,1,0,2,0]",1,3.469446951953614e-17,"[0,1,2,2,2,0,1,1,0,0,0,1]","[0.26,0.36,0.42,0.46,0.44,0.42,0.44,0.46,0.5,0.52,0.52,0.56,0.54]",223,163,True
0.26,True,0.86,2,False,18,"[0.0,0.0,5.551115123125783e-17,-5.551115123125783e-17,3.469446951953614e-17,-5.551115123125783e-17,3.469446951953614e-17,0.0,0.0,-5.551115123125783e-17,1.734723475976807e-17,1.734723475976807e-17]","[7,6,4,3,2,3,3,1,1,4,1,3]",1,5.551115123125783e-17,"[1,0,1,0,0,0,1,1,1,1,0,2]","[0.26,0.38,0.5,0.56,0.62,0.66,0.72,0.76,0.76,0.76,0.82,0.84,0.86]",223,163,True
0.18,True,0.18,,False,2,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0]",,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18]",227,163,False
0.18,True,0.32,,False,6,"[1.734723475976807e-17,0.0,-1.0408340855860843e-17,0.0,0.0,6.938893903907228e-18,-2.0816681711721685e-17,3.469446951953614e-17,-1.734723475976807e-17,0.0,0.0,0.0]","[1,1,3,0,1,2,2,2,0,0,0,0]",,3.469446951953614e-17,"[0,1,2,0,1,0,0,0,1,0,0,0]","[0.18,0.2,0.2,0.22,0.22,0.22,0.26,0.3,0.34,0.32,0.32,0.32,0.32]",227,163,False
0.26,True,0.26,,False,11,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0]",,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26]",227,163,False
0.26,True,0.26,,False,12,"[0.0,-1.734723475976807e-17,0.0,0.0,0.0,1.0408340855860843e-17,0.0,0.0,0.0,0.0,-1.0408340855860843e-17,1.734723475976807e-17]","[0,0,0,0,0,0,0,0,0,0,1,1]",,1.734723475976807e-17,"[0,1,0,0,0,1,0,0,0,0,0,0]","[0.26,0.26,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.24,0.26]",227,163,False
0.26,True,0.6,7,False,13,"[1.734723475976807e-17,-2.0816681711721685e-17,1.734723475976807e-17,0.0,0.0,-2.0816681711721685e-17,0.0,1.734723475976807e-17,-4.163336342344337e-17,0.0,0.0,0.0]","[1,2,1,1,3,3,3,1,4,1,0,0]",4,4.163336342344337e-17,"[0,0,0,1,0,1,0,0,0,1,0,0]","[0.26,0.28,0.32,0.34,0.34,0.4,0.44,0.5,0.52,0.6,0.6,0.6,0.6]",227,163,True
0.26,True,0.86,2,False,14,"[-2.7755575615628914e-17,0.0,-2.7755575615628914e-17,1.734723475976807e-17,3.469446951953614e-17,-2.7755575615628914e-17,0.0,0.0,0.0,-4.163336342344337e-17,7.632783294297951e-17,-3.469446951953614e-17]","[8,9,5,1,2,5,0,0,0,5,0,0]",1,7.632783294297951e-17,"[0,0,0,0,0,0,0,0,0,1,2,2]","[0.26,0.42,0.6,0.7,0.72,0.76,0.86,0.86,0.86,0.86,0.94,0.9,0.86]",227,163,True
0.26,True,0.32,,False,15,"[1.734723475976807e-17,-1.734723475976807e-17,0.0,-2.0816681711721685e-17,1.734723475976807e-17,1.734723475976807e-17,0.0,-1.734723475976807e-17,0.0,0.0,0.0,0.0]","[2,0,2,2,1,2,0,0,1,1,0,0]",,2.0816681711721685e-17,"[1,1,2,0,0,1,0,1,1,1,0,0]","[0.26,0.28,0.26,0.26,0.3,0.32,0.34,0.34,0.32,0.32,0.32,0.32,0.32]",227,163,False
0.26,True,0.82,6,False,16,"[0.0,-2.7755575615628914e-17,1.734723475976807e-17,0.0,2.0816681711721685e-17,0.0,1.734723475976807e-17,-7.632783294297951e-17,6.938893903907228e-17,0.0,-4.163336342344337e-17,-4.163336342344337e-17]","[3,5,1,3,1,3,1,3,4,1,4,4]",1,7.632783294297951e-17,"[0,0,0,0,3,0,0,1,0,1,0,0]","[0.26,0.32,0.42,0.44,0.5,0.46,0.52,0.54,0.58,0.66,0.66,0.74,0.82]",227,163,True
0.26,True,0.54,9,False,17,"[1.734723475976807e-17,0.0,0.0,-3.8163916471489756e-17,0.0,2.0816681711721685e-17,2.0816681711721685e-17,-2.0816681711721685e-17,1.3877787807814457e-17,3.469446951953614e-17,0.0,-1.734723475976807e-17]","[3,4,6,1,2,0,0,2,4,2,0,0]",1,3.8163916471489756e-17,"[2,1,0,0,2,2,2,0,0,0,0,1]","[0.26,0.28,0.34,0.46,0.48,0.48,0.44,0.4,0.44,0.52,0.56,0.56,0.54]",227,163,True
0.26,True,0.86,3,False,18,"[-2.0816681711721685e-17,0.0,5.551115123125783e-17,-4.163336342344337e-17,3.469446951953614e-17,-7.632783294297951e-17,0.0,3.469446951953614e-17,0.0,3.469446951953614e-17,-7.632783294297951e-17,1.734723475976807e-17]","[3,6,8,4,2,2,1,3,1,2,3,3]",2,7.632783294297951e-17,"[1,0,1,0,0,0,1,1,1,0,1,2]","[0.26,0.3,0.42,0.56,0.64,0.68,0.72,0.72,0.76,0.76,0.8,0.84,0.86]",227,163,True
